contractSymbol,lastTradeDate,strike,lastPrice,call_bid,call_ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expiration,ticker,S0,call_mid,bid_ask_spread,spread_percent,current_date,moneyness,K,S0,T,r,q
AAPL260417C00155000,2026-02-06 15:16:59+00:00,155.0,125.02,123.4,125.35,3.2299957,2.6521025,118.0,414,0.7805197729492188,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,124.375,1.9499999999999886,1.5678391959798903,2026-02-07 14:19:52.382817,ITM,155.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00160000,2026-02-03 17:35:46+00:00,160.0,110.3,118.05,121.05,0.0,0.0,1.0,4,0.7634301000976562,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,119.55,3.0,2.5094102885821834,2026-02-07 14:19:52.382817,ITM,160.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00165000,2026-01-12 14:30:02+00:00,165.0,95.72,112.85,116.1,0.0,0.0,1.0,8,0.7189969506835938,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,114.475,3.25,2.839047827036471,2026-02-07 14:19:52.382817,ITM,165.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00170000,2026-02-04 15:47:46+00:00,170.0,107.7,108.15,111.25,0.0,0.0,5.0,562,0.7059355578613282,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,109.7,3.0999999999999943,2.825888787602547,2026-02-07 14:19:52.382817,ITM,170.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00175000,2026-02-06 15:15:02+00:00,175.0,105.85,103.35,106.3,22.36,26.78165,1.0,85,0.681887946777344,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,104.82499999999999,2.950000000000003,2.814214166467926,2026-02-07 14:19:52.382817,ITM,175.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00180000,2026-02-02 15:02:49+00:00,180.0,85.1,98.8,101.4,0.0,0.0,1.0,155,0.6694368994140626,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,100.1,2.6000000000000085,2.597402597402606,2026-02-07 14:19:52.382817,ITM,180.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00185000,2026-01-21 18:02:28+00:00,185.0,63.2,93.4,96.35,0.0,0.0,1.0,38,0.6171913281250001,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,94.875,2.9499999999999886,3.1093544137022278,2026-02-07 14:19:52.382817,ITM,185.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00190000,2026-02-06 16:08:50+00:00,190.0,90.42,88.95,91.15,4.9799957,5.8286467,7.0,115,0.5969278588867188,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,90.05000000000001,2.200000000000003,2.4430871737923403,2026-02-07 14:19:52.382817,ITM,190.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00195000,2026-02-05 16:09:27+00:00,195.0,80.55,83.6,86.6,0.0,0.0,1.0,220,0.5671430004882813,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,85.1,3.0,3.525264394829612,2026-02-07 14:19:52.382817,ITM,195.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00200000,2026-02-06 18:04:45+00:00,200.0,80.17,79.45,81.8,2.0699997,2.6504478,6.0,530,0.5671430004882813,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,80.625,2.3499999999999943,2.9147286821705354,2026-02-07 14:19:52.382817,ITM,200.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00205000,2026-02-06 14:50:25+00:00,205.0,76.75,73.8,76.9,12.550003,19.548292,7.0,544,0.5177050183105469,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,75.35,3.1000000000000085,4.114134041141352,2026-02-07 14:19:52.382817,ITM,205.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00210000,2026-02-06 19:22:11+00:00,210.0,69.72,69.7,71.3,1.0999985,1.6030289,5.0,1004,0.5354050366210938,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,70.5,1.5999999999999943,2.2695035460992825,2026-02-07 14:19:52.382817,ITM,210.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00215000,2026-02-06 20:38:45+00:00,215.0,64.95,65.05,66.25,1.949997,3.0952332,38.0,2719,0.4991505163574219,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,65.65,1.2000000000000028,1.8278750952018321,2026-02-07 14:19:52.382817,ITM,215.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00220000,2026-02-06 20:29:25+00:00,220.0,60.1,60.35,61.35,1.3999977,2.3850045,122.0,3540,0.47022014160156256,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,60.85,1.0,1.6433853738701727,2026-02-07 14:19:52.382817,ITM,220.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00225000,2026-02-06 14:43:33+00:00,225.0,57.25,55.55,56.25,4.8899994,9.339189,18.0,1091,0.4327449304199219,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,55.9,0.7000000000000028,1.2522361359570713,2026-02-07 14:19:52.382817,ITM,225.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00230000,2026-02-06 20:36:52+00:00,230.0,50.8,50.6,51.35,0.8899994,1.7832086,67.0,1291,0.40405869384765625,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,50.975,0.75,1.4713094654242274,2026-02-07 14:19:52.382817,ITM,230.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00235000,2026-02-06 17:26:55+00:00,235.0,46.54,45.95,46.7,3.630001,8.459569,13.0,2471,0.3845276391601562,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,46.325,0.75,1.618996222342148,2026-02-07 14:19:52.382817,ITM,235.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00240000,2026-02-06 19:40:50+00:00,240.0,41.03,41.6,42.05,0.62999725,1.5593991,143.0,2982,0.36340968627929693,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,41.825,0.44999999999999574,1.075911536162572,2026-02-07 14:19:52.382817,ITM,240.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00245000,2026-02-06 20:45:21+00:00,245.0,37.35,37.2,37.55,1.0999985,3.0344787,78.0,3756,0.34540449523925776,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,37.375,0.3499999999999943,0.9364548494983126,2026-02-07 14:19:52.382817,ITM,245.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00250000,2026-02-06 20:51:04+00:00,250.0,33.16,32.8,33.15,1.1300011,3.527946,186.0,5080,0.32794861511230466,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,32.974999999999994,0.3500000000000014,1.0614101592115284,2026-02-07 14:19:52.382817,ITM,250.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00255000,2026-02-06 20:58:03+00:00,255.0,29.05,28.7,28.9,0.6499996,2.288731,402.0,3302,0.3117439431762695,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,28.799999999999997,0.1999999999999993,0.6944444444444421,2026-02-07 14:19:52.382817,ITM,255.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00260000,2026-02-06 20:59:34+00:00,260.0,24.85,24.7,25.0,0.45000076,1.8442655,593.0,11646,0.30084927673339845,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,24.85,0.3000000000000007,1.2072434607645903,2026-02-07 14:19:52.382817,ITM,260.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00265000,2026-02-06 20:56:56+00:00,265.0,21.35,20.95,21.1,0.75,3.6407764,190.0,4107,0.285590640258789,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,21.025,0.15000000000000213,0.7134363852556582,2026-02-07 14:19:52.382817,ITM,265.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00270000,2026-02-06 20:57:01+00:00,270.0,17.71,17.45,17.55,0.3599987,2.0749204,997.0,6316,0.27353631744384765,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,17.5,0.10000000000000142,0.5714285714285796,2026-02-07 14:19:52.382817,ITM,270.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00275000,2026-02-06 20:56:39+00:00,275.0,14.3,14.25,14.35,0.27000046,1.9244509,699.0,6926,0.26355716918945316,True,REGULAR,USD,call,2026-04-17,AAPL,278.12,14.3,0.09999999999999964,0.6993006993006968,2026-02-07 14:19:52.382817,ITM,275.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00280000,2026-02-06 20:57:44+00:00,280.0,11.45,11.4,11.5,0.07999992,0.7036053,1674.0,11334,0.25476819458007816,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,11.45,0.09999999999999964,0.8733624454148442,2026-02-07 14:19:52.382817,OTM,280.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00285000,2026-02-06 20:58:40+00:00,285.0,8.95,8.95,9.05,-0.10000038,-1.1049767,2394.0,9768,0.2477492218017578,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,9.0,0.10000000000000142,1.111111111111127,2026-02-07 14:19:52.382817,OTM,285.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00290000,2026-02-06 20:58:29+00:00,290.0,7.0,6.8,6.9,0.03999996,0.5747121,887.0,9465,0.24005886901855467,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,6.85,0.10000000000000053,1.4598540145985481,2026-02-07 14:19:52.382817,OTM,290.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00295000,2026-02-06 20:44:10+00:00,295.0,5.39,5.05,5.2,0.119999886,2.2770376,666.0,8762,0.23511507080078126,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,5.125,0.15000000000000036,2.9268292682926895,2026-02-07 14:19:52.382817,OTM,295.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00300000,2026-02-06 20:59:45+00:00,300.0,3.8,3.7,3.8,-0.1400001,-3.5533023,2376.0,19200,0.22992713439941403,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,3.75,0.09999999999999964,2.666666666666657,2026-02-07 14:19:52.382817,OTM,300.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00305000,2026-02-06 20:54:03+00:00,305.0,2.74,2.62,2.74,-0.18000007,-6.164386,242.0,8905,0.22638713073730468,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,2.68,0.1200000000000001,4.4776119402985115,2026-02-07 14:19:52.382817,OTM,305.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00310000,2026-02-06 20:56:45+00:00,310.0,1.99,1.91,1.96,-0.06999993,-3.3980553,826.0,7339,0.22431195617675775,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,1.935,0.050000000000000044,2.583979328165377,2026-02-07 14:19:52.382817,OTM,310.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00315000,2026-02-06 20:27:05+00:00,315.0,1.41,1.35,1.4,-0.00999999,-0.7042247,362.0,3071,0.22357954162597654,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,1.375,0.04999999999999982,3.636363636363624,2026-02-07 14:19:52.382817,OTM,315.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00320000,2026-02-06 20:41:37+00:00,320.0,0.99,0.97,1.0,-0.08000004,-7.476639,113.0,3285,0.22376264526367184,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.985,0.030000000000000027,3.04568527918782,2026-02-07 14:19:52.382817,OTM,320.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00325000,2026-02-06 18:22:59+00:00,325.0,0.76,0.69,0.73,-0.00999999,-1.2987001,103.0,7097,0.22571575073242187,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.71,0.040000000000000036,5.633802816901413,2026-02-07 14:19:52.382817,OTM,325.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00330000,2026-02-06 20:47:10+00:00,330.0,0.52,0.5,0.53,0.01999998,3.9999962,43.0,4739,0.22754678710937498,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.515,0.030000000000000027,5.825242718446607,2026-02-07 14:19:52.382817,OTM,330.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00335000,2026-02-06 18:28:23+00:00,335.0,0.39,0.37,0.39,0.01999998,5.4054003,30.0,323,0.23011023803710937,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.38,0.020000000000000018,5.263157894736847,2026-02-07 14:19:52.382817,OTM,335.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00340000,2026-02-06 19:56:52+00:00,340.0,0.3,0.28,0.3,0.030000001,11.111112,68.0,1337,0.23438265625,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.29000000000000004,0.019999999999999962,6.896551724137917,2026-02-07 14:19:52.382817,OTM,340.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00345000,2026-02-06 14:35:07+00:00,345.0,0.28,0.2,0.23,0.02000001,7.6923122,2.0,103,0.23828886718749998,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.21500000000000002,0.03,13.95348837209302,2026-02-07 14:19:52.382817,OTM,345.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00350000,2026-02-06 20:00:47+00:00,350.0,0.17,0.16,0.18,0.019999996,13.333329,21.0,4337,0.24268335449218748,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.16999999999999998,0.01999999999999999,11.764705882352937,2026-02-07 14:19:52.382817,OTM,350.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00360000,2026-02-06 16:54:09+00:00,360.0,0.12,0.1,0.12,0.009999998,9.090907,762.0,2314,0.2534254345703125,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.11,0.01999999999999999,18.181818181818173,2026-02-07 14:19:52.382817,OTM,360.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00370000,2026-02-04 16:12:37+00:00,370.0,0.07,0.06,0.09,0.0,0.0,7.0,1977,0.26709717285156254,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.075,0.03,40.0,2026-02-07 14:19:52.382817,OTM,370.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00380000,2026-02-06 18:52:36+00:00,380.0,0.05,0.04,0.06,0.010000002,25.000006,71.0,1528,0.27539787109374997,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.05,0.019999999999999997,39.99999999999999,2026-02-07 14:19:52.382817,OTM,380.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00390000,2026-02-02 15:37:53+00:00,390.0,0.05,0.01,0.05,0.0,0.0,14.0,402,0.29004616210937495,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.030000000000000002,0.04,133.33333333333331,2026-02-07 14:19:52.382817,OTM,390.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00400000,2026-02-06 18:05:02+00:00,400.0,0.03,0.02,0.04,0.01,50.0,121.0,13248,0.30274134765625,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.03,0.02,66.66666666666667,2026-02-07 14:19:52.382817,OTM,400.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00410000,2026-02-06 16:22:57+00:00,410.0,0.03,0.01,0.03,-0.01,-25.0,1.0,48,0.31055376953124997,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.02,0.019999999999999997,99.99999999999997,2026-02-07 14:19:52.382817,OTM,410.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00420000,2026-01-29 17:37:12+00:00,420.0,0.03,0.01,0.04,0.0,0.0,1.0,275,0.33789724609375,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.025,0.03,120.0,2026-02-07 14:19:52.382817,OTM,420.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00430000,2026-01-16 16:07:35+00:00,430.0,0.01,0.0,0.04,0.0,0.0,1.0,28,0.3544986425781249,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.02,0.04,200.0,2026-02-07 14:19:52.382817,OTM,430.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00440000,2026-02-04 16:36:35+00:00,440.0,0.03,0.0,0.03,0.02,200.0,1.0,665,0.36133451171875,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.015,0.03,200.0,2026-02-07 14:19:52.382817,OTM,440.0,278.12,0.1863013698630137,0.045,0.37
AAPL260417C00450000,2026-02-04 16:35:52+00:00,450.0,0.01,0.0,0.02,0.0,0.0,9.0,1169,0.3632876171875,False,REGULAR,USD,call,2026-04-17,AAPL,278.12,0.01,0.02,200.0,2026-02-07 14:19:52.382817,OTM,450.0,278.12,0.1863013698630137,0.045,0.37
AAPL260515C00005000,2026-02-06 14:37:06+00:00,5.0,273.55,271.95,275.0,1.2999878,0.4774978,1.0,4,3.7539068652343754,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,273.475,3.0500000000000114,1.1152756193436368,2026-02-07 14:19:52.508850,ITM,5.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00010000,2025-11-24 14:38:04+00:00,10.0,265.39,252.6,256.05,0.0,0.0,2.0,2,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,254.325,3.450000000000017,1.3565319964612277,2026-02-07 14:19:52.508850,ITM,10.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00015000,2025-12-22 15:04:53+00:00,15.0,257.64,241.3,244.95,0.0,0.0,2.0,4,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,243.125,3.6499999999999773,1.5012853470436924,2026-02-07 14:19:52.508850,ITM,15.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00020000,2025-12-29 17:54:12+00:00,20.0,253.29,236.35,240.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,238.175,3.6500000000000057,1.532486616983313,2026-02-07 14:19:52.508850,ITM,20.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00030000,2025-12-29 17:54:12+00:00,30.0,243.47,226.25,230.1,0.0,0.0,2.0,3,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,228.175,3.8499999999999943,1.6873014133888438,2026-02-07 14:19:52.508850,ITM,30.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00035000,2026-02-04 16:27:47+00:00,35.0,242.1,241.75,245.15,0.0,0.0,1.0,3,1.7607433837890625,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,243.45,3.4000000000000057,1.3965906757034323,2026-02-07 14:19:52.508850,ITM,35.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00040000,2026-01-06 20:53:19+00:00,40.0,223.13,236.8,240.2,0.0,0.0,1.0,1,1.6767594287109375,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,238.5,3.3999999999999773,1.425576519916133,2026-02-07 14:19:52.508850,ITM,40.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00045000,2026-02-04 16:30:47+00:00,45.0,232.19,231.7,235.25,0.0,0.0,1.0,1,1.5595725146484374,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,233.475,3.5500000000000114,1.5205054074312074,2026-02-07 14:19:52.508850,ITM,45.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00050000,2026-02-05 15:15:24+00:00,50.0,225.41,227.65,230.25,0.0,0.0,1.0,2,1.6655290161132816,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,228.95,2.5999999999999943,1.135619130814586,2026-02-07 14:19:52.508850,ITM,50.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00060000,2026-02-05 15:15:24+00:00,60.0,215.3,217.3,220.4,0.0,0.0,1.0,20,1.4599636376953122,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,218.85000000000002,3.0999999999999943,1.4164953164267735,2026-02-07 14:19:52.508850,ITM,60.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00070000,2026-01-06 14:31:38+00:00,70.0,196.6,207.4,210.5,0.0,0.0,1.0,2,1.3442415600585935,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,208.95,3.0999999999999943,1.4836085187843957,2026-02-07 14:19:52.508850,ITM,70.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00080000,2026-02-06 20:47:54+00:00,80.0,198.78,197.35,200.6,1.3800049,0.69909066,1.0,2,1.2251015307617186,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,198.975,3.25,1.6333710265108683,2026-02-07 14:19:52.508850,ITM,80.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00085000,2026-02-04 16:30:47+00:00,85.0,192.67,193.0,195.65,0.0,0.0,1.0,2,1.2387733374023435,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,194.325,2.6500000000000057,1.363694841116689,2026-02-07 14:19:52.508850,ITM,85.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00090000,2026-02-06 20:47:54+00:00,90.0,188.71,187.65,190.7,5.6100006,3.0638998,1.0,34,1.1552776611328124,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,189.175,3.049999999999983,1.6122637769261174,2026-02-07 14:19:52.508850,ITM,90.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00095000,2026-02-04 16:27:47+00:00,95.0,182.69,182.7,185.75,0.0,0.0,1.0,2,1.1125532653808592,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,184.225,3.0500000000000114,1.6555842040982556,2026-02-07 14:19:52.508850,ITM,95.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00100000,2026-02-04 16:30:47+00:00,100.0,177.69,178.1,180.8,0.0,0.0,1.0,21,1.0991255981445316,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,179.45,2.700000000000017,1.5045973808860504,2026-02-07 14:19:52.508850,ITM,100.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00105000,2026-01-23 20:05:45+00:00,105.0,143.82,173.2,175.85,0.0,0.0,1.0,3,1.0615281298828125,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,174.52499999999998,2.6500000000000057,1.5184071049992873,2026-02-07 14:19:52.508850,ITM,105.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00110000,2026-02-04 14:38:25+00:00,110.0,167.04,167.6,170.9,0.0,0.0,2.0,5,0.975586181640625,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,169.25,3.3000000000000114,1.94977843426884,2026-02-07 14:19:52.508850,ITM,110.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00115000,2026-02-04 14:38:25+00:00,115.0,161.94,162.6,165.95,0.0,0.0,2.0,6,0.936524072265625,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,164.27499999999998,3.3499999999999943,2.0392634302237074,2026-02-07 14:19:52.508850,ITM,115.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00120000,2026-01-28 20:38:46+00:00,120.0,137.52,158.4,161.05,0.0,0.0,2.0,32,0.9528813305664061,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,159.72500000000002,2.6500000000000057,1.6591015808420757,2026-02-07 14:19:52.508850,ITM,120.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00125000,2025-12-26 15:34:00+00:00,125.0,151.61,132.7,136.2,0.0,0.0,2.0,103,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,134.45,3.5,2.6031982149497956,2026-02-07 14:19:52.508850,ITM,125.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00130000,2026-01-28 20:38:46+00:00,130.0,127.5,148.55,151.15,0.0,0.0,3.0,144,0.88476677734375,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,149.85000000000002,2.5999999999999943,1.7350684017350644,2026-02-07 14:19:52.508850,ITM,130.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00135000,2026-02-02 20:27:32+00:00,135.0,135.16,143.6,146.25,0.0,0.0,2.0,13,0.8532729516601563,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,144.925,2.6500000000000057,1.8285319993099916,2026-02-07 14:19:52.508850,ITM,135.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00140000,2025-12-30 19:40:35+00:00,140.0,135.31,117.9,121.3,0.0,0.0,2.0,88,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,119.6,3.3999999999999915,2.8428093645484878,2026-02-07 14:19:52.508850,ITM,140.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00145000,2026-02-05 14:54:41+00:00,145.0,131.82,133.3,136.15,0.0,0.0,9.0,23,0.7607445800781252,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,134.72500000000002,2.8499999999999943,2.115420300612354,2026-02-07 14:19:52.508850,ITM,145.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00150000,2026-02-05 18:31:47+00:00,150.0,125.82,128.35,131.4,0.0,0.0,52.0,110,0.7398707653808592,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,129.875,3.0500000000000114,2.348411934552463,2026-02-07 14:19:52.508850,ITM,150.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00155000,2026-02-05 16:06:31+00:00,155.0,120.57,123.9,126.45,0.0,0.0,4.0,488,0.7304714453125,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,125.17500000000001,2.549999999999997,2.0371479928100635,2026-02-07 14:19:52.508850,ITM,155.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00160000,2026-02-02 15:20:46+00:00,160.0,106.42,118.25,121.55,0.0,0.0,2.0,87,0.6751741467285157,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,119.9,3.299999999999997,2.7522935779816486,2026-02-07 14:19:52.508850,ITM,160.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00165000,2026-02-05 15:35:08+00:00,165.0,113.2,113.6,116.7,0.0,0.0,2.0,450,0.6619906848144532,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,115.15,3.1000000000000085,2.692140686061666,2026-02-07 14:19:52.508850,ITM,165.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00170000,2026-02-02 20:27:32+00:00,170.0,100.88,108.5,111.65,0.0,0.0,4.0,18,0.6248816809082032,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,110.075,3.1500000000000057,2.8616852146263962,2026-02-07 14:19:52.508850,ITM,170.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00175000,2026-02-06 20:47:54+00:00,175.0,104.97,104.3,106.8,3.7700043,3.7253008,1.0,140,0.6250037500000001,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,105.55,2.5,2.3685457129322596,2026-02-07 14:19:52.508850,ITM,175.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00180000,2026-02-06 16:50:57+00:00,180.0,101.0,98.55,101.6,5.3399963,5.582267,2.0,70,0.5639692041015626,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,100.07499999999999,3.049999999999997,3.0477142143392433,2026-02-07 14:19:52.508850,ITM,180.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00185000,2026-02-06 20:47:54+00:00,185.0,95.02,94.05,97.0,2.0399933,2.1940129,1.0,136,0.5617719604492188,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,95.525,2.950000000000003,3.088196807118558,2026-02-07 14:19:52.508850,ITM,185.0,278.12,0.26301369863013696,0.045,0.37
AAPL260515C00190000,2026-02-04 14:38:25+00:00,190.0,87.92,89.2,91.85,0.0,0.0,2.0,53,0.5319871020507813,True,REGULAR,USD,call,2026-05-15,AAPL,278.12,90.525,2.6499999999999915,2.927368130350722,2026-02-07 14:19:52.508850,ITM,190.0,278.12,0.26301369863013696,0.045,0.37
