call_price_clean,T,K,v,S0,v0,kappa,theta,xi,cor,r,q,call_price_market,call_bid,call_ask,call_mid,bid_ask_spread,weight,market_iv,delta
10.22240349499173,0.0833333333333333,90.0,0.0399685862812661,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,10.22240349499173,10.069067442566851,10.375739547416604,10.222403494991728,0.3066721048497527,3.260801107713461,0.23306868143193427,0.9585029524927791
8.301403577050973,0.0833333333333333,92.0,0.0400561339449651,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,8.301403577050973,8.176882523395209,8.425924630706737,8.301403577050973,0.24904210731152787,4.015369109369089,0.21316706529865043,0.9250393378223976
6.554522652746448,0.0833333333333333,94.0,0.0400425146619552,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,6.554522652746448,6.45620481295525,6.652840492537644,6.554522652746448,0.19663567958239359,5.085521186198558,0.21357907416531818,0.8663670065889306
5.731380005734864,0.0833333333333333,95.0,0.0399720217234988,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,5.731380005734864,5.64540930564884,5.817350705820886,5.731380005734863,0.17194140017204607,5.815901133166672,0.21245727665107697,0.8305044575518394
4.946331189952946,0.0833333333333333,96.0,0.0398841712523293,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,4.946331189952946,4.872136222103651,5.020526157802239,4.946331189952945,0.14838993569858783,6.738956091167209,0.21042314585009597,0.7887471706080618
3.5165855185397663,0.0833333333333333,98.0,0.0400991629562977,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,3.5165855185397663,3.46383673576167,3.5693343013178627,3.5165855185397663,0.10549756555619272,9.478801865484705,0.20469492809092626,0.6761180508485509
2.332631634077771,0.0833333333333333,100.0,0.040065969527786,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,2.332631634077771,2.297642159566604,2.367621108588937,2.332631634077771,0.06997894902233304,14.289807494441947,0.19918926869276912,0.54855555422062
1.4297481093246112,0.0833333333333333,102.0,0.0399328245119083,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,1.4297481093246112,1.408301887684742,1.45119433096448,1.4297481093246112,0.04289244327973796,23.313586495686646,0.19446008396139375,0.4035621910380982
0.7797096742653344,0.0833333333333333,104.0,0.0401830744882661,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,0.7797096742653344,0.7680140291513544,0.7914053193793144,0.7797096742653344,0.023391290227959938,42.74912760806708,0.18798249015207397,0.2690810865035864
0.3975664157583999,0.0833333333333333,106.0,0.0398310681997807,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,0.3975664157583999,0.3916029195220239,0.4035299119947759,0.3975664157583999,0.011926992472751974,83.83640434753599,0.18533081403132526,0.158827450207899
0.1648471704675511,0.0833333333333333,108.0,0.0401154040766798,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,0.1648471704675511,0.1623744629105378,0.1673198780245643,0.1648471704675511,0.004945415114026491,202.16661500251197,0.17847183030089359,0.08708654460870546
0.0657007394865619,0.0833333333333333,110.0,0.0399287449980733,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,0.0657007394865619,0.0647152283942634,0.0666862505788603,0.0657007394865619,0.001971022184596896,507.0936867804108,0.17618995402362195,0.0355746327850015
10.622048026978955,0.1666666666666666,90.0,0.0400482400009227,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,10.622048026978955,10.462717306574271,10.78137874738364,10.622048026978955,0.3186614408093682,3.1381169285596004,0.22057286181398666,0.902978772145957
8.8981292075145,0.1666666666666666,92.0,0.0400533516827746,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,8.8981292075145,8.764657269401782,9.031601145627215,8.8981292075145,0.26694387622543303,3.74609175549602,0.21673134245602418,0.8639425244361121
7.243212607403066,0.1666666666666666,94.0,0.0400973598244596,100,0.04,2.0,0.04,0.3,-0.7,0.02,0.01,7.243212607403066,7.13456441829202,7.351860796514112,7.243212607403066,0.21729637822209202,4.6019883359012965,0.20943760741651057,0.8116528777879495
